city,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B25077_001E,B27011_014E,B25099_001E,B06007_005E,B06007_008E,B17010B_002E,crit_read_mean,writing_mean,math_mean
"la palma, california",790,2188,3543,2975,1559,583000.0,574,98586.0,675,2554,27,514,514,543
"berkeley, california",3152,5368,12701,23980,27797,741900.0,5132,123095.0,2054,6217,426,569,563,568
"berkeley, california",3152,5368,12701,23980,27797,741900.0,5132,123095.0,2054,6217,426,453,425,429
"fremont, california",11987,29113,32750,43771,38447,648800.0,7334,125587.0,6047,33830,198,576,576,610
"fremont, california",11987,29113,32750,43771,38447,648800.0,7334,125587.0,6047,33830,198,582,601,641
"fremont, california",11987,29113,32750,43771,38447,648800.0,7334,125587.0,6047,33830,198,484,473,492
"fremont, california",11987,29113,32750,43771,38447,648800.0,7334,125587.0,6047,33830,198,656,677,706
"fremont, california",11987,29113,32750,43771,38447,648800.0,7334,125587.0,6047,33830,198,540,531,564
"bellflower, california",10567,13628,15153,5860,1989,354200.0,3544,73479.0,11346,3761,336,462,441,475
"citrus heights, california",5909,15941,25685,7812,3201,199200.0,5272,64780.0,3834,3401,147,475,460,452
"citrus heights, california",5909,15941,25685,7812,3201,199200.0,5272,64780.0,3834,3401,147,412,401,417
"auburn, california",712,2116,3976,2131,1363,340700.0,719,74935.0,240,102,28,529,508,530
"exeter, california",1382,1669,2286,672,216,165300.0,479,56620.0,1139,10,13,483,472,470
"spring valley, california",2598,4563,7581,3195,1652,359600.0,1563,83571.0,1432,1022,94,453,427,478
"spring valley, california",2598,4563,7581,3195,1652,359600.0,1563,83571.0,1432,1022,94,434,423,448
"spring valley, california",2598,4563,7581,3195,1652,359600.0,1563,83571.0,1432,1022,94,500,492,496
"wasco, california",7343,4163,2943,331,245,135400.0,1464,52488.0,7957,68,73,441,425,453
"camarillo, california",3632,7593,16244,11541,7456,470200.0,2240,104489.0,3104,1612,25,536,525,565
"thousand oaks, california",6749,12674,25976,25340,17894,614800.0,5763,116586.0,6556,4306,68,539,525,557
"lake elsinore, california",7815,8403,12086,3842,1677,230400.0,3447,73549.0,6870,1515,70,460,446,459
"lake elsinore, california",7815,8403,12086,3842,1677,230400.0,3447,73549.0,6870,1515,70,489,475,504
"palm springs, california",4723,7455,12716,7785,5052,280500.0,2350,58924.0,3716,1221,167,452,446,452
"pleasanton, california",2420,6190,12013,17463,12202,772500.0,2042,149250.0,1463,6397,61,607,608,639
"pleasanton, california",2420,6190,12013,17463,12202,772500.0,2042,149250.0,1463,6397,61,574,570,593
"desert hot springs, california",5348,4667,4604,1243,713,125500.0,1660,45187.0,3823,442,249,417,416,420
"davis, california",1333,2658,5321,9897,14642,537500.0,2119,122589.0,1222,3940,48,587,552,575
"davis, california",1333,2658,5321,9897,14642,537500.0,2119,122589.0,1222,3940,48,588,580,610
"fallbrook, california",4168,4805,7146,3139,1461,397400.0,1169,71016.0,5878,715,9,487,467,500
"jurupa valley, california",18767,16300,16974,4526,1782,243900.0,6882,70945.0,20399,1248,52,409,416,417
"jurupa valley, california",18767,16300,16974,4526,1782,243900.0,6882,70945.0,20399,1248,52,460,448,479
