city,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B25077_001E,B27011_014E,B25099_001E,B06007_005E,B06007_008E,B17010B_002E,crit_read_mean,writing_mean,math_mean
"jurupa valley, california",18767,16300,16974,4526,1782,243900.0,6882,70945.0,20399,1248,52,412,403,431
"chula vista, california",30981,32366,54624,30585,13746,375700.0,12580,86501.0,39647,11093,217,448,434,453
"chula vista, california",30981,32366,54624,30585,13746,375700.0,12580,86501.0,39647,11093,217,459,452,460
"chula vista, california",30981,32366,54624,30585,13746,375700.0,12580,86501.0,39647,11093,217,500,480,508
"chula vista, california",30981,32366,54624,30585,13746,375700.0,12580,86501.0,39647,11093,217,454,420,451
"chula vista, california",30981,32366,54624,30585,13746,375700.0,12580,86501.0,39647,11093,217,461,438,466
"chula vista, california",30981,32366,54624,30585,13746,375700.0,12580,86501.0,39647,11093,217,506,487,511
"chula vista, california",30981,32366,54624,30585,13746,375700.0,12580,86501.0,39647,11093,217,478,451,474
"chula vista, california",30981,32366,54624,30585,13746,375700.0,12580,86501.0,39647,11093,217,495,483,500
"chula vista, california",30981,32366,54624,30585,13746,375700.0,12580,86501.0,39647,11093,217,488,468,492
"la mesa, california",3692,7867,15295,9619,4657,396200.0,2454,82403.0,2088,1558,208,511,494,520
"la mesa, california",3692,7867,15295,9619,4657,396200.0,2454,82403.0,2088,1558,208,481,472,507
"ridgecrest, california",1802,4497,6851,3404,1765,171300.0,1309,75486.0,735,595,79,532,520,563
"antioch, california",8884,19172,25768,10137,3656,258900.0,6185,81828.0,8400,4492,948,451,431,432
"antioch, california",8884,19172,25768,10137,3656,258900.0,6185,81828.0,8400,4492,948,473,452,467
"antioch, california",8884,19172,25768,10137,3656,258900.0,6185,81828.0,8400,4492,948,499,488,470
"mendota, california",4396,1175,661,58,34,108100.0,1386,36920.0,6810,21,29,394,396,403
"bell gardens, california",13108,5756,3397,1000,260,308200.0,2212,59600.0,16904,132,23,424,425,432
"covina, california",4392,7235,11597,5879,2225,387500.0,2737,88573.0,3357,2394,23,445,433,445
"covina, california",4392,7235,11597,5879,2225,387500.0,2737,88573.0,3357,2394,23,465,451,486
"covina, california",4392,7235,11597,5879,2225,387500.0,2737,88573.0,3357,2394,23,416,409,429
"covina, california",4392,7235,11597,5879,2225,387500.0,2737,88573.0,3357,2394,23,315,313,305
"covina, california",4392,7235,11597,5879,2225,387500.0,2737,88573.0,3357,2394,23,405,401,414
"downey, california",17320,18100,21602,11090,4409,424900.0,4552,81537.0,21391,3564,189,463,450,467
"downey, california",17320,18100,21602,11090,4409,424900.0,4552,81537.0,21391,3564,189,464,451,471
"glendale, california",22735,27721,39789,36221,18853,619200.0,9956,99064.0,11151,56589,44,494,488,524
"glendale, california",22735,27721,39789,36221,18853,619200.0,9956,99064.0,11151,56589,44,508,506,538
"maywood, california",9057,3324,2284,627,101,302800.0,1155,70592.0,12360,46,8,411,424,412
"monrovia, california",2901,5111,8425,6231,3242,562700.0,2201,101888.0,3172,1868,100,500,481,499
"palmdale, california",23085,23160,29858,9010,4245,188300.0,8874,67306.0,25031,3076,1339,476,466,473
"palmdale, california",23085,23160,29858,9010,4245,188300.0,8874,67306.0,25031,3076,1339,434,420,421
"palmdale, california",23085,23160,29858,9010,4245,188300.0,8874,67306.0,25031,3076,1339,444,439,432
"palmdale, california",23085,23160,29858,9010,4245,188300.0,8874,67306.0,25031,3076,1339,498,459,484
"quartz hill, california",1026,2210,2340,671,589,196000.0,451,66203.0,699,97,70,502,488,497
"torrance, california",6844,18159,31567,31830,16146,638700.0,5234,101652.0,4299,18485,36,479,471,506
"torrance, california",6844,18159,31567,31830,16146,638700.0,5234,101652.0,4299,18485,36,542,540,580
"torrance, california",6844,18159,31567,31830,16146,638700.0,5234,101652.0,4299,18485,36,493,488,522
"torrance, california",6844,18159,31567,31830,16146,638700.0,5234,101652.0,4299,18485,36,546,553,600
"modesto, california",24812,36384,46380,15990,8584,184600.0,14055,68721.0,16961,8311,460,463,451,464
"modesto, california",24812,36384,46380,15990,8584,184600.0,14055,68721.0,16961,8311,460,506,485,502
"modesto, california",24812,36384,46380,15990,8584,184600.0,14055,68721.0,16961,8311,460,442,423,430
"modesto, california",24812,36384,46380,15990,8584,184600.0,14055,68721.0,16961,8311,460,503,491,512
"modesto, california",24812,36384,46380,15990,8584,184600.0,14055,68721.0,16961,8311,460,484,467,479
"modesto, california",24812,36384,46380,15990,8584,184600.0,14055,68721.0,16961,8311,460,491,486,491
"modesto, california",24812,36384,46380,15990,8584,184600.0,14055,68721.0,16961,8311,460,458,443,453
"modesto, california",24812,36384,46380,15990,8584,184600.0,14055,68721.0,16961,8311,460,477,458,490
"modesto, california",24812,36384,46380,15990,8584,184600.0,14055,68721.0,16961,8311,460,533,470,502
"turlock, california",8305,12062,13471,6700,3669,218200.0,4450,70892.0,5819,4637,105,488,482,489
"turlock, california",8305,12062,13471,6700,3669,218200.0,4450,70892.0,5819,4637,105,493,477,497
"rio linda, california",1813,2874,3583,1131,226,183100.0,631,57492.0,606,658,47,538,503,524
"rio linda, california",1813,2874,3583,1131,226,183100.0,631,57492.0,606,658,47,452,429,471
"marina, california",2214,2894,4452,2239,1283,360500.0,805,79494.0,1888,1795,12,425,404,457
"vacaville, california",7357,15537,26652,9538,4595,291400.0,4338,90497.0,3779,1667,304,519,509,502
"vacaville, california",7357,15537,26652,9538,4595,291400.0,4338,90497.0,3779,1667,304,502,497,512
"vacaville, california",7357,15537,26652,9538,4595,291400.0,4338,90497.0,3779,1667,304,495,473,509
"campbell, california",1826,4463,8178,9655,5291,719400.0,1235,124017.0,1575,2417,33,550,547,551
"gilroy, california",7265,6058,10315,5360,2546,478500.0,2507,113948.0,8534,949,58,488,484,490
"gilroy, california",7265,6058,10315,5360,2546,478500.0,2507,113948.0,8534,949,58,562,562,548
"gilroy, california",7265,6058,10315,5360,2546,478500.0,2507,113948.0,8534,949,58,460,455,477
"chino hills, california",3362,8285,16151,14783,7158,507500.0,3564,106900.0,2345,7227,77,475,473,498
"chino hills, california",3362,8285,16151,14783,7158,507500.0,3564,106900.0,2345,7227,77,492,491,516
"fontana, california",32274,31279,35326,13532,4874,268100.0,12695,81193.0,38293,5360,313,447,426,447
"fontana, california",32274,31279,35326,13532,4874,268100.0,12695,81193.0,38293,5360,313,429,423,435
"fontana, california",32274,31279,35326,13532,4874,268100.0,12695,81193.0,38293,5360,313,426,421,426
"fontana, california",32274,31279,35326,13532,4874,268100.0,12695,81193.0,38293,5360,313,418,406,429
"fontana, california",32274,31279,35326,13532,4874,268100.0,12695,81193.0,38293,5360,313,449,434,453
"rancho cucamonga, california",10084,22783,42650,22712,13553,386700.0,8397,97184.0,8980,10391,334,515,505,538
"rancho cucamonga, california",10084,22783,42650,22712,13553,386700.0,8397,97184.0,8980,10391,334,490,482,501
"upland, california",5507,11262,18114,10109,5628,425600.0,2629,85839.0,5766,3047,172,488,479,495
"randolph, massachusetts",3102,6669,6672,4836,2391,266900.0,2494,82025.0,358,4509,395,437,427,460
"brockton, massachusetts",11650,21113,17570,7577,3262,221400.0,5395,70731.0,2885,13318,1826,440,428,453
"framingham, massachusetts",5328,11375,8996,13732,9046,345700.0,2380,99700.0,3790,6985,399,529,514,562
"framingham, massachusetts",5328,11375,8996,13732,9046,345700.0,2380,99700.0,3790,6985,399,427,402,428
"taunton, massachusetts",7122,13818,11308,5057,2404,236600.0,2361,74975.0,756,3462,67,461,435,469
"taunton, massachusetts",7122,13818,11308,5057,2404,236600.0,2361,74975.0,756,3462,67,495,475,502
"northampton, massachusetts",1081,3267,3783,4701,6308,290800.0,1269,84950.0,371,418,8,585,556,576
"milton, massachusetts",542,2726,3300,5329,5359,499300.0,779,135211.0,56,737,34,530,524,555
"weymouth, massachusetts",2700,12153,12507,9115,4139,320700.0,2535,86787.0,224,2066,23,503,491,510
"winthrop, massachusetts",704,3981,4124,3109,1585,357400.0,709,80704.0,226,893,26,481,469,494
"needham, massachusetts",409,2052,2562,6458,8523,684100.0,841,153618.0,71,1073,69,575,571,584
"quincy, massachusetts",7835,17798,15693,17993,10047,351800.0,4197,86944.0,494,16568,116,461,453,518
"quincy, massachusetts",7835,17798,15693,17993,10047,351800.0,4197,86944.0,494,16568,116,486,471,502
"cambridge, massachusetts",4113,6874,7120,20872,33639,581700.0,3278,118207.0,1556,6465,503,521,514,526
"cambridge, massachusetts",4113,6874,7120,20872,33639,581700.0,3278,118207.0,1556,6465,503,427,442,475
"cambridge, massachusetts",4113,6874,7120,20872,33639,581700.0,3278,118207.0,1556,6465,503,455,437,467
"norwood, massachusetts",1162,5400,5191,5918,3253,383200.0,1009,98545.0,274,1433,9,505,513,523
"belmont, massachusetts",538,1598,2578,5150,7820,681000.0,614,151277.0,251,1751,6,587,584,610
"maynard, massachusetts",343,1944,1572,2098,1729,334000.0,329,112303.0,144,166,49,540,524,546
"haverhill, massachusetts",5099,12247,13366,8041,4263,256900.0,2852,84153.0,3010,1053,20,513,495,512
"haverhill, massachusetts",5099,12247,13366,8041,4263,256900.0,2852,84153.0,3010,1053,20,468,435,468
"burlington, massachusetts",1114,4244,4346,4837,3793,424800.0,748,103986.0,197,1496,16,521,517,540
"webster, massachusetts",1743,3223,2070,1110,378,187000.0,820,70267.0,673,507,42,493,470,491
"everett, massachusetts",5933,11195,7350,3529,1400,317600.0,1952,69611.0,4246,7617,310,438,416,439
"everett, massachusetts",5933,11195,7350,3529,1400,317600.0,1952,69611.0,4246,7617,310,484,467,555
"lowell, massachusetts",14921,23379,16891,9613,5853,232200.0,6222,75608.0,6313,15074,388,465,446,491
"peabody, massachusetts",3687,12894,10392,7246,3923,335700.0,1609,82479.0,1201,2426,65,497,476,508
"fall river, massachusetts",17725,20620,15169,6032,2516,232500.0,5438,61448.0,2153,8861,323,495,471,477
"fall river, massachusetts",17725,20620,15169,6032,2516,232500.0,5438,61448.0,2153,8861,323,449,424,454
"chelsea, massachusetts",8381,7904,3858,2441,1659,274100.0,1928,76123.0,12533,1903,96,448,424,449
"revere, massachusetts",6972,15113,9464,5220,2414,313500.0,2590,67890.0,6133,5862,89,430,426,460
"westfield, massachusetts",2282,7534,7763,5747,2801,222700.0,1895,81649.0,297,1992,18,527,503,526
"westfield, massachusetts",2282,7534,7763,5747,2801,222700.0,1895,81649.0,297,1992,18,452,399,458
"new bedford, massachusetts",18500,20790,15322,6851,3511,206900.0,5097,57452.0,6004,9647,457,449,436,468
"new bedford, massachusetts",18500,20790,15322,6851,3511,206900.0,5097,57452.0,6004,9647,457,451,420,447
"new bedford, massachusetts",18500,20790,15322,6851,3511,206900.0,5097,57452.0,6004,9647,457,449,421,449
"bridgewater, massachusetts",232,1345,944,589,365,270100.0,515,80425.0,91,369,62,510,504,531
"lexington, massachusetts",676,1818,2564,5831,11618,736600.0,973,171684.0,64,2145,14,619,611,645
"lexington, massachusetts",676,1818,2564,5831,11618,736600.0,973,171684.0,64,2145,14,480,448,470
"malden, massachusetts",6057,12870,9955,7854,6305,330100.0,3384,80815.0,1591,13403,376,455,444,507
"malden, massachusetts",6057,12870,9955,7854,6305,330100.0,3384,80815.0,1591,13403,376,538,525,562
"lynn, massachusetts",11773,19175,16369,7850,3529,254600.0,4246,81325.0,12689,6585,532,450,431,466
"lynn, massachusetts",11773,19175,16369,7850,3529,254600.0,4246,81325.0,12689,6585,532,449,440,455
"lynn, massachusetts",11773,19175,16369,7850,3529,254600.0,4246,81325.0,12689,6585,532,423,398,439
"leominster, massachusetts",3935,9317,7962,5232,2627,227700.0,2042,83755.0,2173,1138,21,569,511,555
"leominster, massachusetts",3935,9317,7962,5232,2627,227700.0,2042,83755.0,2173,1138,21,487,464,501
"worcester, massachusetts",18682,34910,29205,21755,13087,205200.0,8895,74243.0,14101,16464,1037,482,485,472
"worcester, massachusetts",18682,34910,29205,21755,13087,205200.0,8895,74243.0,14101,16464,1037,703,688,741
"worcester, massachusetts",18682,34910,29205,21755,13087,205200.0,8895,74243.0,14101,16464,1037,452,446,457
"worcester, massachusetts",18682,34910,29205,21755,13087,205200.0,8895,74243.0,14101,16464,1037,354,360,371
"worcester, massachusetts",18682,34910,29205,21755,13087,205200.0,8895,74243.0,14101,16464,1037,468,453,484
"worcester, massachusetts",18682,34910,29205,21755,13087,205200.0,8895,74243.0,14101,16464,1037,400,384,409
"worcester, massachusetts",18682,34910,29205,21755,13087,205200.0,8895,74243.0,14101,16464,1037,440,432,473
"worcester, massachusetts",18682,34910,29205,21755,13087,205200.0,8895,74243.0,14101,16464,1037,435,428,471
"worcester, massachusetts",18682,34910,29205,21755,13087,205200.0,8895,74243.0,14101,16464,1037,432,422,437
"pittsfield, massachusetts",3303,10616,9656,4846,3366,172500.0,2464,61586.0,664,807,201,508,484,497
"pittsfield, massachusetts",3303,10616,9656,4846,3366,172500.0,2464,61586.0,664,807,201,499,474,500
"gloucester, massachusetts",2472,6387,5479,4697,2828,364000.0,1445,85905.0,200,862,8,496,475,509
"medford, massachusetts",3525,10245,9009,9771,8704,401000.0,1877,91234.0,852,5040,147,520,517,521
"boston, massachusetts",64276,93732,79743,107947,88777,393600.0,31617,97817.0,46807,57686,7567,437,427,435
"boston, massachusetts",64276,93732,79743,107947,88777,393600.0,31617,97817.0,46807,57686,7567,629,614,647
"boston, massachusetts",64276,93732,79743,107947,88777,393600.0,31617,97817.0,46807,57686,7567,362,368,402
"boston, massachusetts",64276,93732,79743,107947,88777,393600.0,31617,97817.0,46807,57686,7567,409,409,459
"boston, massachusetts",64276,93732,79743,107947,88777,393600.0,31617,97817.0,46807,57686,7567,382,368,390
"boston, massachusetts",64276,93732,79743,107947,88777,393600.0,31617,97817.0,46807,57686,7567,386,395,397
"boston, massachusetts",64276,93732,79743,107947,88777,393600.0,31617,97817.0,46807,57686,7567,435,433,504
"somerville, massachusetts",6172,10573,7847,16908,16124,469200.0,2782,95703.0,2368,6451,396,462,458,486
"waltham, massachusetts",4288,9966,7858,11734,9290,417600.0,2236,99274.0,2724,4226,156,473,471,500
"woburn, massachusetts",1737,9335,7020,6490,3989,365600.0,1480,99811.0,150,2408,125,495,481,516
"holyoke, massachusetts",5979,7504,6684,3842,2320,186500.0,2277,71109.0,6317,394,138,480,454,482
"hudson, massachusetts",1174,3407,3108,2310,1267,279200.0,365,85833.0,250,1260,29,506,503,512
"chicopee, massachusetts",5862,14966,11929,4438,2428,173000.0,2564,65199.0,1652,2498,88,471,446,479
"chicopee, massachusetts",5862,14966,11929,4438,2428,173000.0,2564,65199.0,1652,2498,88,478,464,470
"chicopee, massachusetts",5862,14966,11929,4438,2428,173000.0,2564,65199.0,1652,2498,88,470,470,520
"chicopee, massachusetts",5862,14966,11929,4438,2428,173000.0,2564,65199.0,1652,2498,88,413,410,410
"springfield, massachusetts",21860,29205,25424,9917,6280,144700.0,8375,59937.0,18053,3847,1470,478,453,486
"springfield, massachusetts",21860,29205,25424,9917,6280,144700.0,8375,59937.0,18053,3847,1470,353,338,356
"springfield, massachusetts",21860,29205,25424,9917,6280,144700.0,8375,59937.0,18053,3847,1470,354,340,371
"springfield, massachusetts",21860,29205,25424,9917,6280,144700.0,8375,59937.0,18053,3847,1470,403,386,410
"springfield, massachusetts",21860,29205,25424,9917,6280,144700.0,8375,59937.0,18053,3847,1470,332,306,336
"springfield, massachusetts",21860,29205,25424,9917,6280,144700.0,8375,59937.0,18053,3847,1470,433,428,433
"dedham, massachusetts",1084,4276,4294,4953,3627,383700.0,694,99324.0,486,804,8,490,477,520
"brookline, massachusetts",1372,2886,3619,11468,21340,725700.0,1786,138137.0,569,4614,93,599,590,617
"salem, massachusetts",2651,7454,7872,6988,4048,308800.0,1804,84019.0,1957,1190,132,490,460,487
"salem, massachusetts",2651,7454,7872,6988,4048,308800.0,1804,84019.0,1957,1190,132,484,480,495
"braintree, massachusetts",1583,7565,6702,6119,3823,372000.0,1249,102875.0,197,2021,61,518,510,541
"greenfield, massachusetts",1102,3655,4113,2090,1874,183800.0,597,66361.0,167,473,19,568,548,535
"greenfield, massachusetts",1102,3655,4113,2090,1874,183800.0,597,66361.0,167,473,19,496,481,499
"greenfield, massachusetts",1102,3655,4113,2090,1874,183800.0,597,66361.0,167,473,19,532,505,515
"methuen, massachusetts",3743,10327,9453,6095,3471,282500.0,1954,90048.0,3352,1737,92,473,459,482
"west springfield, massachusetts",2246,5687,5790,3739,2040,201600.0,1530,72121.0,571,1559,43,487,479,508
"milford, massachusetts",1560,5102,5067,3809,2071,274900.0,731,91667.0,688,1682,25,505,492,514
"danvers, massachusetts",1129,4736,5773,5280,2849,358000.0,1050,96568.0,133,414,26,515,506,523
"fitchburg, massachusetts",4601,8579,7299,3659,1679,177700.0,2560,75034.0,2287,1018,98,395,373,414
"fitchburg, massachusetts",4601,8579,7299,3659,1679,177700.0,2560,75034.0,2287,1018,98,473,440,470
"fitchburg, massachusetts",4601,8579,7299,3659,1679,177700.0,2560,75034.0,2287,1018,98,533,492,507
"east stroudsburg, pennsylvania",740,1566,1384,796,472,160100.0,897,62844.0,127,305,48,476,442,461
"east stroudsburg, pennsylvania",740,1566,1384,796,472,160100.0,897,62844.0,127,305,48,484,465,483
"stroudsburg, pennsylvania",589,1071,1042,497,356,177900.0,405,70046.0,374,183,50,498,468,499
"reading, pennsylvania",17552,18042,10074,3237,1366,67600.0,7499,42385.0,18149,941,928,474,450,444
"reading, pennsylvania",17552,18042,10074,3237,1366,67600.0,7499,42385.0,18149,941,928,497,479,506
"reading, pennsylvania",17552,18042,10074,3237,1366,67600.0,7499,42385.0,18149,941,928,466,427,468
"reading, pennsylvania",17552,18042,10074,3237,1366,67600.0,7499,42385.0,18149,941,928,405,373,402
"lancaster, pennsylvania",8557,13074,7402,4449,2603,109100.0,3190,53367.0,6225,1681,614,515,479,511
"lancaster, pennsylvania",8557,13074,7402,4449,2603,109100.0,3190,53367.0,6225,1681,614,342,325,378
"lancaster, pennsylvania",8557,13074,7402,4449,2603,109100.0,3190,53367.0,6225,1681,614,524,511,533
"lancaster, pennsylvania",8557,13074,7402,4449,2603,109100.0,3190,53367.0,6225,1681,614,425,407,436
"lancaster, pennsylvania",8557,13074,7402,4449,2603,109100.0,3190,53367.0,6225,1681,614,539,515,553
"lancaster, pennsylvania",8557,13074,7402,4449,2603,109100.0,3190,53367.0,6225,1681,614,516,483,523
"levittown, pennsylvania",2784,16656,10766,4248,1651,223700.0,1833,76145.0,748,584,9,450,424,461
"levittown, pennsylvania",2784,16656,10766,4248,1651,223700.0,1833,76145.0,748,584,9,423,426,420
"morrisville, pennsylvania",519,1893,1909,1228,544,199300.0,464,78246.0,111,334,20,494,438,458
"beaver falls, pennsylvania",811,2141,1304,472,242,58500.0,392,47311.0,3,54,80,488,460,480
"beaver falls, pennsylvania",811,2141,1304,472,242,58500.0,392,47311.0,3,54,80,515,491,507
"lititz, pennsylvania",555,2475,1670,1363,773,186600.0,171,71506.0,119,320,12,537,507,539
"mount joy, pennsylvania",461,2401,1255,801,472,156500.0,263,68554.0,56,10,46,515,492,508
"easton, pennsylvania",3118,6011,4562,1839,1124,125800.0,1385,60000.0,1569,488,281,493,464,484
"easton, pennsylvania",3118,6011,4562,1839,1124,125800.0,1385,60000.0,1569,488,281,501,489,515
"prospect park, pennsylvania",364,1626,1399,908,145,177800.0,186,72314.0,51,273,12,473,450,469
"milton, pennsylvania",807,2257,1164,374,267,106300.0,423,55259.0,124,18,17,495,458,502
"boyertown, pennsylvania",416,1205,626,307,164,155400.0,262,62083.0,20,39,20,513,499,529
"pottstown, pennsylvania",2421,6205,3936,1698,904,129000.0,977,62735.0,475,154,238,541,526,545
"pottstown, pennsylvania",2421,6205,3936,1698,904,129000.0,977,62735.0,475,154,238,510,482,503
"pottstown, pennsylvania",2421,6205,3936,1698,904,129000.0,977,62735.0,475,154,238,465,433,447
"lebanon, pennsylvania",4167,7084,3102,1041,673,88100.0,1691,56144.0,3316,209,126,517,491,529
"lebanon, pennsylvania",4167,7084,3102,1041,673,88100.0,1691,56144.0,3316,209,126,438,423,440
"fairless hills, pennsylvania",430,2739,2080,824,250,227300.0,418,72917.0,22,383,17,472,434,469
"hermitage, pennsylvania",670,4403,3129,2279,1631,132400.0,415,66412.0,22,58,45,506,488,519
"york, pennsylvania",6132,11603,5276,2133,915,78800.0,3223,45976.0,3963,343,1029,514,486,512
"york, pennsylvania",6132,11603,5276,2133,915,78800.0,3223,45976.0,3963,343,1029,506,479,523
"york, pennsylvania",6132,11603,5276,2133,915,78800.0,3223,45976.0,3963,343,1029,390,358,399
"york, pennsylvania",6132,11603,5276,2133,915,78800.0,3223,45976.0,3963,343,1029,456,420,462
"york, pennsylvania",6132,11603,5276,2133,915,78800.0,3223,45976.0,3963,343,1029,542,522,564
"uniontown, pennsylvania",1218,3507,1624,717,341,76900.0,345,42340.0,9,231,117,478,448,470
"uniontown, pennsylvania",1218,3507,1624,717,341,76900.0,345,42340.0,9,231,117,477,462,474
"uniontown, pennsylvania",1218,3507,1624,717,341,76900.0,345,42340.0,9,231,117,479,439,477
"west grove, pennsylvania",304,569,423,262,182,198300.0,115,81364.0,490,10,10,540,519,525
"west grove, pennsylvania",304,569,423,262,182,198300.0,115,81364.0,490,10,10,531,513,541
"state college, pennsylvania",316,1363,2012,3331,4799,277100.0,1534,105772.0,105,1644,36,557,530,575
"chambersburg, pennsylvania",2498,4890,2895,1921,1032,157300.0,745,56512.0,1390,124,275,461,427,437
"chambersburg, pennsylvania",2498,4890,2895,1921,1032,157300.0,745,56512.0,1390,124,275,485,461,476
"downingtown, pennsylvania",566,1764,1383,1308,455,219100.0,341,83405.0,50,345,37,523,518,540
"downingtown, pennsylvania",566,1764,1383,1308,455,219100.0,341,83405.0,50,345,37,521,506,530
"downingtown, pennsylvania",566,1764,1383,1308,455,219100.0,341,83405.0,50,345,37,604,604,631
"phoenixville, pennsylvania",940,3874,2379,3310,1408,209200.0,659,72851.0,991,216,129,546,526,538
"phoenixville, pennsylvania",940,3874,2379,3310,1408,209200.0,659,72851.0,991,216,129,531,500,525
"columbia, pennsylvania",1193,3651,1396,587,256,102700.0,385,54603.0,124,139,37,460,427,448
"coraopolis, pennsylvania",419,1394,1216,816,275,83600.0,249,51494.0,8,62,41,440,413,436
"bethlehem, pennsylvania",6375,16314,13162,7474,5570,170500.0,2545,65004.0,4999,1422,218,501,483,498
"bethlehem, pennsylvania",6375,16314,13162,7474,5570,170500.0,2545,65004.0,4999,1422,218,507,481,505
"bethlehem, pennsylvania",6375,16314,13162,7474,5570,170500.0,2545,65004.0,4999,1422,218,502,489,475
"bethlehem, pennsylvania",6375,16314,13162,7474,5570,170500.0,2545,65004.0,4999,1422,218,538,515,482
"harrisburg, pennsylvania",6204,11208,7619,3808,2026,84400.0,3771,48836.0,2954,1808,1470,531,515,488
"harrisburg, pennsylvania",6204,11208,7619,3808,2026,84400.0,3771,48836.0,2954,1808,1470,468,450,471
"harrisburg, pennsylvania",6204,11208,7619,3808,2026,84400.0,3771,48836.0,2954,1808,1470,526,512,545
"harrisburg, pennsylvania",6204,11208,7619,3808,2026,84400.0,3771,48836.0,2954,1808,1470,514,477,476
"harrisburg, pennsylvania",6204,11208,7619,3808,2026,84400.0,3771,48836.0,2954,1808,1470,431,426,432
"harrisburg, pennsylvania",6204,11208,7619,3808,2026,84400.0,3771,48836.0,2954,1808,1470,418,399,428
"harrisburg, pennsylvania",6204,11208,7619,3808,2026,84400.0,3771,48836.0,2954,1808,1470,488,466,502
"canonsburg, pennsylvania",618,2482,1622,1434,524,128600.0,331,55397.0,76,75,21,517,498,525
"altoona, pennsylvania",3388,15148,7143,3700,1599,85400.0,1747,49281.0,42,90,124,491,472,498
"allentown, pennsylvania",16646,26030,19250,7625,3711,126900.0,7323,55123.0,17189,2939,1038,404,381,422
"allentown, pennsylvania",16646,26030,19250,7625,3711,126900.0,7323,55123.0,17189,2939,1038,436,413,423
"allentown, pennsylvania",16646,26030,19250,7625,3711,126900.0,7323,55123.0,17189,2939,1038,373,362,388
"allentown, pennsylvania",16646,26030,19250,7625,3711,126900.0,7323,55123.0,17189,2939,1038,545,534,551
"allentown, pennsylvania",16646,26030,19250,7625,3711,126900.0,7323,55123.0,17189,2939,1038,427,394,426
"allentown, pennsylvania",16646,26030,19250,7625,3711,126900.0,7323,55123.0,17189,2939,1038,513,489,520
"sharon, pennsylvania",1288,4043,2375,1326,480,59500.0,629,47722.0,98,197,128,431,398,426
"berwick, pennsylvania",1052,3383,1327,699,297,97400.0,426,49543.0,86,185,13,488,450,512
"jenkintown, pennsylvania",49,558,558,1139,809,253800.0,76,86500.0,50,29,16,559,565,563
"oreland, pennsylvania",195,986,871,923,723,290100.0,290,99637.0,55,88,11,547,529,560
"waynesboro, pennsylvania",1087,3253,1800,755,451,140000.0,731,55224.0,109,79,108,503,468,501
"old forge, pennsylvania",563,2592,1636,1069,475,137100.0,308,60064.0,34,60,5,472,465,481
"plum, pennsylvania",1139,5940,5939,4471,2424,141700.0,818,75735.0,105,250,18,512,488,517
"butler, pennsylvania",1018,3729,3038,970,405,91600.0,669,54578.0,35,88,8,513,475,532
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,414,386,410
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,404,385,390
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,355,355,373
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,439,429,461
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,389,403,432
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,353,334,345
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,396,398,425
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,373,357,396
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,428,413,450
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,357,363,323
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,411,414,401
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,443,433,439
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,384,374,358
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,501,488,511
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,410,407,405
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,458,436,446
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,350,326,355
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,470,453,465
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,454,436,474
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,478,470,482
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,328,303,327
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,458,451,477
"philadelphia, pennsylvania",184130,346344,233308,152759,107468,145300.0,99628,51181.0,60905,86596,34644,544,531,586
